TIMESTAMP,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,ACTIVITY_ID
2021-01-19 12:47:08.453,-1.0391149520874023,-3.0108003616333012,9.006063461303711,-0.6935081481933594,-0.14807605743408206,-0.2546052932739258,104
2021-01-19 12:47:08.553,-1.0139751434326172,-3.2633962631225586,9.441822052001953,-0.27484607696533203,-0.1853609085083008,-0.08841896057128906,104
2021-01-19 12:47:08.653,-0.9086265563964844,-2.9724912643432617,9.089863777160645,0.06072139739990234,0.03835010528564453,0.04367637634277344,104
2021-01-19 12:47:08.753,-1.3360052108764648,-2.8779172897338867,9.633363723754883,0.23969173431396484,0.2354297637939453,0.09481048583984376,104
2021-01-19 12:47:08.853,-1.142068862915039,-2.935379981994629,9.395133018493652,-0.0692434310913086,-0.10120296478271484,0.021305084228515625,104
2021-01-19 12:47:08.953,-1.233051300048828,-2.966506004333496,9.221549034118652,-0.0010652542114257812,-0.02237033843994141,0.034089088439941406,104
2021-01-19 12:47:09.053,-1.2414312362670898,-2.947351455688477,9.444215774536133,-0.021305084228515625,0.04793834686279297,0.0287628173828125,104
2021-01-19 12:47:09.153,-1.231853485107422,-2.989251136779785,9.358022689819336,-0.013848304748535156,-0.01810932159423828,0.021305084228515625,104
2021-01-19 12:47:09.253,-1.236642837524414,-2.996434211730957,9.33647346496582,-0.014913558959960938,0.01810932159423828,0.012783050537109377,104
2021-01-19 12:47:09.353,-1.2438249588012695,-2.9605197906494136,9.438230514526367,-0.033023834228515625,-0.0021305084228515625,0.020239830017089844,104
2021-01-19 12:47:09.453,-1.195940017700195,-2.9485492706298833,9.37597942352295,-0.02450180053710937,0.005326271057128906,0.01810932159423828,104
2021-01-19 12:47:09.553,-1.3946647644042969,-3.1089649200439453,9.38316249847412,0.006391525268554688,0.012783050537109377,0.01810932159423828,104
2021-01-19 12:47:09.653,-1.166010856628418,-2.8288354873657227,9.358022689819336,-0.06711292266845703,-0.057525634765625,-0.012783050537109377,104
2021-01-19 12:47:09.753,-1.0846061706542969,-2.923408508300781,9.247885704040527,-0.03515434265136719,0.01810932159423828,0.042611122131347656,104
2021-01-19 12:47:09.853,-1.3348073959350586,-3.1472740173339844,9.23711109161377,0.0,0.057525634765625,0.05113410949707031,104
2021-01-19 12:47:09.953,-1.573038101196289,-3.0359401702880864,9.342459678649902,-0.007456779479980469,0.05113410949707031,0.03515434265136719,104
2021-01-19 12:47:10.053,-1.5155754089355469,-3.01199722290039,9.30774211883545,-0.06817817687988281,0.03621959686279297,0.09587669372558594,104
2021-01-19 12:47:10.153,-1.6700057983398438,-2.991645812988281,9.432244300842283,-0.007456779479980469,-0.012783050537109377,0.1608591079711914,104
2021-01-19 12:47:10.253,-1.6855688095092771,-2.9162263870239262,9.318516731262207,-0.07670116424560547,-0.06817817687988281,0.2311687469482422,104
2021-01-19 12:47:10.353,-1.5862064361572266,-3.2502269744873047,9.38316249847412,-0.07563591003417969,-0.10652923583984376,0.26206302642822266,104
2021-01-19 12:47:10.453,-1.4198045730590818,-3.2562131881713867,9.262250900268556,-0.0980072021484375,-0.12463951110839845,0.16298961639404294,104
2021-01-19 12:47:10.553,-1.3503704071044922,-3.420221328735352,9.239505767822266,-0.03941535949707031,-0.12677001953125,0.11718177795410155,104
2021-01-19 12:47:10.653,-1.2522048950195312,-3.3376188278198238,9.213168144226074,-0.05965614318847656,-0.1320962905883789,0.10120296478271484,104
2021-01-19 12:47:10.753,-1.1552371978759766,-3.1760053634643555,9.113805770874023,-0.07883167266845703,-0.08841896057128906,0.10226821899414062,104
2021-01-19 12:47:10.853,-1.2797393798828125,-3.429798126220703,9.330488204956056,-0.030893325805664062,-0.02769756317138672,0.12570476531982422,104
2021-01-19 12:47:10.953,-1.05108642578125,-3.617748260498047,8.968952178955078,-0.23436450958251956,-0.05326461791992188,0.2183856964111328,104
2021-01-19 12:47:11.053,-0.6261024475097656,-3.5459203720092773,8.710371017456055,-0.1384878158569336,0.07883167266845703,0.2301034927368164,104
2021-01-19 12:47:11.153,-1.784931182861328,-3.7171106338500977,9.353233337402344,-0.2066669464111328,0.4186611175537109,0.08202743530273438,104
2021-01-19 12:47:11.253,-2.5606765747070312,-3.335224151611328,11.639765739440918,0.3408946990966797,0.647700309753418,-0.1853609085083008,104
2021-01-19 12:47:11.353,-2.8970718383789062,-1.8292255401611328,9.188028335571287,0.20453643798828125,0.3611354827880859,-0.1970796585083008,104
