heartrate,activityid,time
164,101,2020-12-23 12:49:05.422000000
175,101,2020-12-23 12:49:06.422000000
175,101,2020-12-23 12:49:07.422000000
175,101,2020-12-23 12:49:08.422000000
175,101,2020-12-23 12:49:09.422000000
175,101,2020-12-23 12:49:10.422000000
174,101,2020-12-23 12:49:11.422000000
174,101,2020-12-23 12:49:12.422000000
174,101,2020-12-23 12:49:13.422000000
174,101,2020-12-23 12:49:14.422000000
174,101,2020-12-23 12:49:15.422000000
184,101,2020-12-23 12:49:16.422000000
184,101,2020-12-23 12:49:17.422000000
184,101,2020-12-23 12:49:18.422000000
184,101,2020-12-23 12:49:19.422000000
184,101,2020-12-23 12:49:20.422000000
181,101,2020-12-23 12:49:21.422000000
181,101,2020-12-23 12:49:22.422000000
181,101,2020-12-23 12:49:23.422000000
181,101,2020-12-23 12:49:24.422000000
181,101,2020-12-23 12:49:25.422000000
186,101,2020-12-23 12:49:26.422000000
186,101,2020-12-23 12:49:27.422000000
186,101,2020-12-23 12:49:28.422000000
186,101,2020-12-23 12:49:29.422000000
186,101,2020-12-23 12:49:30.422000000
181,101,2020-12-23 12:49:31.422000000
181,101,2020-12-23 12:49:32.422000000
181,101,2020-12-23 12:49:33.422000000
181,101,2020-12-23 12:49:34.422000000
181,101,2020-12-23 12:49:35.422000000
190,101,2020-12-23 12:49:36.422000000
190,101,2020-12-23 12:49:37.422000000
190,101,2020-12-23 12:49:38.422000000
190,101,2020-12-23 12:49:39.422000000
190,101,2020-12-23 12:49:40.422000000
191,101,2020-12-23 12:49:41.422000000
191,101,2020-12-23 12:49:42.422000000
191,101,2020-12-23 12:49:43.422000000
191,101,2020-12-23 12:49:44.422000000
191,101,2020-12-23 12:49:45.422000000
184,101,2020-12-23 12:49:46.422000000
184,101,2020-12-23 12:49:47.422000000
184,101,2020-12-23 12:49:48.422000000
184,101,2020-12-23 12:49:49.422000000
184,101,2020-12-23 12:49:50.422000000
185,101,2020-12-23 12:49:51.422000000
185,101,2020-12-23 12:49:52.422000000
185,101,2020-12-23 12:49:53.422000000
185,101,2020-12-23 12:49:54.422000000
185,101,2020-12-23 12:49:55.422000000
181,101,2020-12-23 12:49:56.422000000
181,101,2020-12-23 12:49:57.422000000
181,101,2020-12-23 12:49:58.422000000
181,101,2020-12-23 12:49:59.422000000
181,101,2020-12-23 12:50:00.422000000
178,101,2020-12-23 12:50:01.422000000
178,101,2020-12-23 12:50:02.422000000
178,101,2020-12-23 12:50:03.422000000
178,101,2020-12-23 12:50:04.422000000
178,101,2020-12-23 12:50:05.422000000
174,101,2020-12-23 12:50:06.422000000
174,101,2020-12-23 12:50:07.422000000
174,101,2020-12-23 12:50:08.422000000
174,101,2020-12-23 12:50:09.422000000
174,101,2020-12-23 12:50:10.422000000
167,101,2020-12-23 12:50:11.422000000
167,101,2020-12-23 12:50:12.422000000
167,101,2020-12-23 12:50:13.422000000
167,101,2020-12-23 12:50:14.422000000
167,101,2020-12-23 12:50:15.422000000
179,101,2020-12-23 12:50:16.422000000
179,101,2020-12-23 12:50:17.422000000
179,101,2020-12-23 12:50:18.422000000
179,101,2020-12-23 12:50:19.422000000
179,101,2020-12-23 12:50:20.422000000
188,101,2020-12-23 12:50:21.422000000
188,101,2020-12-23 12:50:22.422000000
188,101,2020-12-23 12:50:23.422000000
188,101,2020-12-23 12:50:24.422000000
188,101,2020-12-23 12:50:25.422000000
194,101,2020-12-23 12:50:26.422000000
194,101,2020-12-23 12:50:27.422000000
194,101,2020-12-23 12:50:28.422000000
194,101,2020-12-23 12:50:29.422000000
194,101,2020-12-23 12:50:30.422000000
191,101,2020-12-23 12:50:31.422000000
191,101,2020-12-23 12:50:32.422000000
191,101,2020-12-23 12:50:33.422000000
191,101,2020-12-23 12:50:34.422000000
191,101,2020-12-23 12:50:35.422000000
196,101,2020-12-23 12:50:36.422000000
196,101,2020-12-23 12:50:37.422000000
196,101,2020-12-23 12:50:38.422000000
196,101,2020-12-23 12:50:39.422000000
196,101,2020-12-23 12:50:40.422000000
188,101,2020-12-23 12:50:41.422000000
188,101,2020-12-23 12:50:42.422000000
188,101,2020-12-23 12:50:43.422000000
188,101,2020-12-23 12:50:44.422000000
188,101,2020-12-23 12:50:45.422000000
182,101,2020-12-23 12:50:46.422000000
182,101,2020-12-23 12:50:47.422000000
182,101,2020-12-23 12:50:48.422000000
182,101,2020-12-23 12:50:49.422000000
182,101,2020-12-23 12:50:50.422000000
187,101,2020-12-23 12:50:51.422000000
187,101,2020-12-23 12:50:52.422000000
187,101,2020-12-23 12:50:53.422000000
187,101,2020-12-23 12:50:54.422000000
187,101,2020-12-23 12:50:55.422000000
177,101,2020-12-23 12:50:56.422000000
177,101,2020-12-23 12:50:57.422000000
177,101,2020-12-23 12:50:58.422000000
177,101,2020-12-23 12:50:59.422000000
177,101,2020-12-23 12:51:00.422000000
171,101,2020-12-23 12:51:01.422000000
171,101,2020-12-23 12:51:02.422000000
171,101,2020-12-23 12:51:03.422000000
171,101,2020-12-23 12:51:04.422000000
171,101,2020-12-23 12:51:05.422000000
170,101,2020-12-23 12:51:06.422000000
170,101,2020-12-23 12:51:07.422000000
170,101,2020-12-23 12:51:08.422000000
170,101,2020-12-23 12:51:09.422000000
170,101,2020-12-23 12:51:10.422000000
166,101,2020-12-23 12:51:11.422000000
166,101,2020-12-23 12:51:12.422000000
166,101,2020-12-23 12:51:13.422000000
166,101,2020-12-23 12:51:14.422000000
166,101,2020-12-23 12:51:15.422000000
165,101,2020-12-23 12:51:16.422000000
165,101,2020-12-23 12:51:17.422000000
165,101,2020-12-23 12:51:18.422000000
165,101,2020-12-23 12:51:19.422000000
165,101,2020-12-23 12:51:20.422000000
162,101,2020-12-23 12:51:21.422000000
162,101,2020-12-23 12:51:22.422000000
162,101,2020-12-23 12:51:23.422000000
162,101,2020-12-23 12:51:24.422000000
162,101,2020-12-23 12:51:25.422000000
153,101,2020-12-23 12:51:26.422000000
153,101,2020-12-23 12:51:27.422000000
153,101,2020-12-23 12:51:28.422000000
153,101,2020-12-23 12:51:29.422000000
153,101,2020-12-23 12:51:30.422000000
149,101,2020-12-23 12:51:31.422000000
149,101,2020-12-23 12:51:32.422000000
149,101,2020-12-23 12:51:33.422000000
149,101,2020-12-23 12:51:34.422000000
149,101,2020-12-23 12:51:35.422000000
166,101,2020-12-23 12:51:36.422000000
166,101,2020-12-23 12:51:37.422000000
166,101,2020-12-23 12:51:38.422000000
166,101,2020-12-23 12:51:39.422000000
166,101,2020-12-23 12:51:40.422000000
168,101,2020-12-23 12:51:41.422000000
168,101,2020-12-23 12:51:42.422000000
168,101,2020-12-23 12:51:43.422000000
168,101,2020-12-23 12:51:44.422000000
168,101,2020-12-23 12:51:45.422000000
159,101,2020-12-23 12:51:46.422000000
159,101,2020-12-23 12:51:47.422000000
159,101,2020-12-23 12:51:48.422000000
159,101,2020-12-23 12:51:49.422000000
158,101,2020-12-23 12:51:50.422000000
159,101,2020-12-23 12:51:51.422000000
159,101,2020-12-23 12:51:52.422000000
159,101,2020-12-23 12:51:53.422000000
159,101,2020-12-23 12:51:54.422000000
168,101,2020-12-23 12:51:55.422000000
168,101,2020-12-23 12:51:56.422000000
168,101,2020-12-23 12:51:57.422000000
168,101,2020-12-23 12:51:58.422000000
168,101,2020-12-23 12:51:59.422000000
