heartrate,activityid,time
120,101,2021-01-04 12:13:13.341000000
123,101,2021-01-04 12:13:14.341000000
125,101,2021-01-04 12:13:15.341000000
127,101,2021-01-04 12:13:16.341000000
128,101,2021-01-04 12:13:17.341000000
129,101,2021-01-04 12:13:18.341000000
130,101,2021-01-04 12:13:19.341000000
130,101,2021-01-04 12:13:20.341000000
132,101,2021-01-04 12:13:21.341000000
133,101,2021-01-04 12:13:22.341000000
133,101,2021-01-04 12:13:23.341000000
135,101,2021-01-04 12:13:24.341000000
136,101,2021-01-04 12:13:25.341000000
137,101,2021-01-04 12:13:26.341000000
138,101,2021-01-04 12:13:27.341000000
139,101,2021-01-04 12:13:28.341000000
140,101,2021-01-04 12:13:29.341000000
141,101,2021-01-04 12:13:30.341000000
141,101,2021-01-04 12:13:31.341000000
142,101,2021-01-04 12:13:32.341000000
142,101,2021-01-04 12:13:33.341000000
142,101,2021-01-04 12:13:34.341000000
142,101,2021-01-04 12:13:35.341000000
141,101,2021-01-04 12:13:36.341000000
141,101,2021-01-04 12:13:37.341000000
141,101,2021-01-04 12:13:38.341000000
141,101,2021-01-04 12:13:39.341000000
141,101,2021-01-04 12:13:40.341000000
141,101,2021-01-04 12:13:41.341000000
141,101,2021-01-04 12:13:42.341000000
141,101,2021-01-04 12:13:43.341000000
141,101,2021-01-04 12:13:44.341000000
70,115,2021-01-04 18:29:35.148000000
70,115,2021-01-04 18:29:36.148000000
70,115,2021-01-04 18:29:37.148000000
70,115,2021-01-04 18:29:38.148000000
70,115,2021-01-04 18:29:39.148000000
70,115,2021-01-04 18:29:40.148000000
70,115,2021-01-04 18:29:41.148000000
70,115,2021-01-04 18:29:42.148000000
70,115,2021-01-04 18:29:43.148000000
70,115,2021-01-04 18:29:44.148000000
70,115,2021-01-04 18:29:45.148000000
70,115,2021-01-04 18:29:46.148000000
70,115,2021-01-04 18:29:47.148000000
70,115,2021-01-04 18:29:48.148000000
70,115,2021-01-04 18:29:49.148000000
69,115,2021-01-04 18:29:50.148000000
68,115,2021-01-04 18:29:51.148000000
68,115,2021-01-04 18:29:52.148000000
67,115,2021-01-04 18:29:53.148000000
66,115,2021-01-04 18:29:54.148000000
66,115,2021-01-04 18:29:55.148000000
66,115,2021-01-04 18:29:56.148000000
66,115,2021-01-04 18:29:57.148000000
65,115,2021-01-04 18:29:58.148000000
65,115,2021-01-04 18:29:59.148000000
65,115,2021-01-04 18:30:00.148000000
65,115,2021-01-04 18:30:01.148000000
65,115,2021-01-04 18:30:02.148000000
64,115,2021-01-04 18:30:03.148000000
64,115,2021-01-04 18:30:04.148000000
64,115,2021-01-04 18:30:05.148000000
65,115,2021-01-04 18:30:06.148000000
65,115,2021-01-04 18:30:07.148000000
65,115,2021-01-04 18:30:08.148000000
64,115,2021-01-04 18:30:09.148000000
64,115,2021-01-04 18:30:10.148000000
64,115,2021-01-04 18:30:11.148000000
64,115,2021-01-04 18:30:12.148000000
63,115,2021-01-04 18:30:13.148000000
63,115,2021-01-04 18:30:14.148000000
63,115,2021-01-04 18:30:15.148000000
63,115,2021-01-04 18:30:16.148000000
63,115,2021-01-04 18:30:17.148000000
63,115,2021-01-04 18:30:18.148000000
63,115,2021-01-04 18:30:19.148000000
63,115,2021-01-04 18:30:20.148000000
62,115,2021-01-04 18:30:21.148000000
62,115,2021-01-04 18:30:22.148000000
62,115,2021-01-04 18:30:23.148000000
62,115,2021-01-04 18:30:24.148000000
62,115,2021-01-04 18:30:25.148000000
62,115,2021-01-04 18:30:26.148000000
62,115,2021-01-04 18:30:27.148000000
63,115,2021-01-04 18:30:28.148000000
63,115,2021-01-04 18:30:29.148000000
63,115,2021-01-04 18:30:30.148000000
63,115,2021-01-04 18:30:31.148000000
63,115,2021-01-04 18:30:32.148000000
62,115,2021-01-04 18:30:33.148000000
62,115,2021-01-04 18:30:34.148000000
74,106,2021-01-04 18:50:12.842000000
74,106,2021-01-04 18:50:13.842000000
74,106,2021-01-04 18:50:14.842000000
74,106,2021-01-04 18:50:15.842000000
74,106,2021-01-04 18:50:16.842000000
75,106,2021-01-04 18:50:17.842000000
76,106,2021-01-04 18:50:18.842000000
76,106,2021-01-04 18:50:19.842000000
76,106,2021-01-04 18:50:20.842000000
76,106,2021-01-04 18:50:21.842000000
76,106,2021-01-04 18:50:22.842000000
76,106,2021-01-04 18:50:23.842000000
76,106,2021-01-04 18:50:24.842000000
76,106,2021-01-04 18:50:25.842000000
76,106,2021-01-04 18:50:26.842000000
76,106,2021-01-04 18:50:27.842000000
76,106,2021-01-04 18:50:28.842000000
76,106,2021-01-04 18:50:29.842000000
76,106,2021-01-04 18:50:30.842000000
76,106,2021-01-04 18:50:31.842000000
76,106,2021-01-04 18:50:32.842000000
77,106,2021-01-04 18:50:33.842000000
76,106,2021-01-04 18:50:34.842000000
77,106,2021-01-04 18:50:35.842000000
77,106,2021-01-04 18:50:36.842000000
77,106,2021-01-04 18:50:37.842000000
78,106,2021-01-04 18:50:38.842000000
78,106,2021-01-04 18:50:39.842000000
78,106,2021-01-04 18:50:40.842000000
78,106,2021-01-04 18:50:41.842000000
78,106,2021-01-04 18:50:42.842000000
78,106,2021-01-04 18:50:43.842000000
78,106,2021-01-04 18:50:44.842000000
78,106,2021-01-04 18:50:45.842000000
78,106,2021-01-04 18:50:46.842000000
78,106,2021-01-04 18:50:47.842000000
78,106,2021-01-04 18:50:48.842000000
78,106,2021-01-04 18:50:49.842000000
78,106,2021-01-04 18:50:50.842000000
78,106,2021-01-04 18:50:51.842000000
78,106,2021-01-04 18:50:52.842000000
78,106,2021-01-04 18:50:53.842000000
78,106,2021-01-04 18:50:54.842000000
78,106,2021-01-04 18:50:55.842000000
79,106,2021-01-04 18:50:56.842000000
80,106,2021-01-04 18:50:57.842000000
80,106,2021-01-04 18:50:58.842000000
81,106,2021-01-04 18:50:59.842000000
81,106,2021-01-04 18:51:00.842000000
82,106,2021-01-04 18:51:01.842000000
82,106,2021-01-04 18:51:02.842000000
83,106,2021-01-04 18:51:03.842000000
83,106,2021-01-04 18:51:04.842000000
83,106,2021-01-04 18:51:05.842000000
84,106,2021-01-04 18:51:06.842000000
84,106,2021-01-04 18:51:07.842000000
84,106,2021-01-04 18:51:08.842000000
84,106,2021-01-04 18:51:09.842000000
84,106,2021-01-04 18:51:10.842000000
84,106,2021-01-04 18:51:11.842000000
81,106,2021-01-05 20:49:28.034000000
82,106,2021-01-05 20:49:29.034000000
83,106,2021-01-05 20:49:30.034000000
83,106,2021-01-05 20:49:31.034000000
